# depth_nm	scan	16O-	18O-	Si-	WO3-	f18 = 18O-/(16O-+18O-)	O_over_W = (16O-+18O-)/WO3-	16O-_over_WO3-
82.0458	114	289.597	0	820.911	6.0011	0	48.2573	48.2573
82.8265	115	205.281	1.00003	790.274	9.00247	0.00484791	22.9138	22.8027
83.6073	116	135.584	0	782.876	10.0031	0	13.5543	13.5543
84.388	117	86.2265	1.00003	880.833	8.00195	0.0114648	10.9007	10.7757
85.1688	118	71.1543	0	931.774	10.0031	0	7.11326	7.11326
85.9495	119	57.0994	1.00003	925.128	7.0015	0.0172124	8.29814	8.15531
86.7303	120	55.0925	0	996.652	4.00049	0	13.7714	13.7714
87.511	121	40.0538	0	1030.53	8.00195	0	5.0055	5.0055
88.2918	122	39.0489	0	1059.33	2.00024	0	19.5221	19.5221
89.0725	123	41.0539	0	1109.8	5.00076	0	8.20953	8.20953
89.8533	124	34.0353	0	1170.52	1.00003	0	34.0343	34.0343
90.634	125	19.0122	0	1277.92	0	0	0	0
91.4148	126	18.0099	0	1272.43	0	0	0	0
92.1955	127	30.0293	0	1287.42	3.00027	0	10.0089	10.0089
92.9763	128	31.0313	0	1264.01	3.00027	0	10.3428	10.3428
93.757	129	23.0162	0	1357.69	0	0	0	0
94.5378	130	22.0161	1.00003	1399.14	0	0.0434491	0	0
95.3185	131	18.0099	0	1417.77	1.00003	0	18.0093	18.0093
96.0993	132	7.00192	0	1423.59	1.00003	0	7.00171	7.00171
96.88	133	15.0078	0	1479.71	0	0	0	0
97.6607	134	7.00192	0	1427.32	0	0	0	0
98.4415	135	13.0052	0	1423.05	0	0	0	0
99.2222	136	14.006	0	1409.04	0	0	0	0
100.003	137	6.0011	0	1509.5	0	0	0	0
100.784	138	13.0052	0	1510.08	1.00003	0	13.0048	13.0048
